BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
3,98000,1400,4,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
3,330000,1500,20,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,65000,1050,3,Carpet Area,Mumbai,Unfurnished,Bachelors,3,Contact Agent
3,85000,920,4,Carpet Area,Mumbai,Unfurnished,Family,3,Contact Agent
1,40000,450,8,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
1,23000,440,0,Carpet Area,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent
3,55000,932,3,Super Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Owner
1,15000,270,15,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Owner
1,52000,379,23,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
2,13000,582,5,Carpet Area,Mumbai,Furnished,Family,2,Contact Owner
2,95000,800,6,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,25000,444,7,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1,21000,428,12,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
5,360000,1880,11,Carpet Area,Mumbai,Furnished,Family,4,Contact Agent
2,60000,888,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,19000,490,0,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
3,140000,937,28,Carpet Area,Mumbai,Unfurnished,Family,4,Contact Agent
2,30000,710,12,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
4,130000,1617,15,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2,80000,836,6,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2,85000,1200,36,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,65000,950,9,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
1,33000,460,10,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,36000,585,10,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,22000,550,2,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent
1,17000,375,9,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2,55000,700,10,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2,66000,750,2,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
4,140000,2000,6,Carpet Area,Mumbai,Furnished,Family,4,Contact Agent
4,260000,2046,22,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2,32000,750,3,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,45000,730,5,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
2,50000,750,10,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,18500,229,5,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,51000,910,10,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent
4,140000,1648,21,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
3,80000,1100,48,Carpet Area,Mumbai,Unfurnished,Family,3,Contact Agent
1,30000,560,2,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2,85000,850,4,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1,15000,450,2,Super Area,Mumbai,Unfurnished,Family,1,Contact Owner
2,50000,820,7,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,60000,750,10,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1,23000,410,4,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
1,14500,490,12,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
2,40000,700,11,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
5,650000,3000,8,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
1,80000,560,1,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent
2,55000,650,8,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1,12000,520,2,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,45000,850,9,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2,90000,777,19,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2,43000,771,15,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1,22000,400,3,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
2,20000,600,7,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent
1,26000,390,Upper,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
4,850000,3200,2,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,Contact Agent
1,34999,450,5,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
1,35000,500,7,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,50000,410,6,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
1,16000,160,2,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2,55000,750,10,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1,39000,585,3,Super Area,Mumbai,Unfurnished,Family,2,Contact Agent
3,100000,1300,12,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent
1,25000,350,2,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
1,25000,490,3,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,49500,650,5,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
1,21000,225,6,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2,110000,850,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,21000,385,0,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2,46700,800,2,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
4,400000,2500,5,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,Contact Agent
4,280000,1526,76,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
1,18000,300,3,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
3,80000,1800,10,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,88000,800,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,90000,890,20,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent
2,38000,700,14,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1,20000,465,3,Super Area,Mumbai,Semi-Furnished,Bachelors,1,Contact Owner
2,140000,900,8,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent
3,78000,1073,8,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
1,21000,450,4,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
3,95000,1350,8,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
2,90000,800,5,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2,34000,600,4,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2,55000,650,5,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2,52000,550,3,Carpet Area,Mumbai,Furnished,Bachelors,2,Contact Agent
1,74999,840,8,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
3,75000,1121,30,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2,45000,650,2,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1,22000,575,14,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
1,32000,475,3,Super Area,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
2,34000,830,9,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
3,170000,1337,28,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
1,23000,420,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,20000,310,0,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Agent
3,350000,1800,2,Carpet Area,Mumbai,Furnished,Family,4,Contact Agent
3,90000,967,14,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
1,55000,505,4,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
1,15000,275,3,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2,22000,640,21,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
3,60000,1500,10,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,49000,850,10,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,34000,900,12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,24000,430,6,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
4,270000,1649,18,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent
3,69000,1100,12,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
3,120000,1200,14,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,32000,680,5,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
2,24000,600,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner
4,100000,1560,12,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent
5,600000,4500,7,Carpet Area,Mumbai,Furnished,Bachelors,5,Contact Agent
2,45000,771,20,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2,80000,800,7,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,37000,800,5,Super Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
3,210000,1425,9,Carpet Area,Mumbai,Furnished,Bachelors,4,Contact Agent
4,190000,1750,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
1,25000,475,11,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent
4,210000,2000,27,Carpet Area,Mumbai,Unfurnished,Bachelors,5,Contact Agent
3,200000,1375,15,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent
5,310000,2800,19,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
1,26000,650,1,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,27000,600,18,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent
1,26000,649,3,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2,60000,950,2,Carpet Area,Mumbai,Furnished,Bachelors,2,Contact Agent
1,12000,225,7,Carpet Area,Mumbai,Unfurnished,Family,1,Contact Owner
2,180000,1000,6,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
1,30000,330,13,Carpet Area,Mumbai,Furnished,Family,1,Contact Agent
3,100000,1200,8,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
3,140000,1270,15,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
3,70000,920,14,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent
2,20000,630,4,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
2,22000,670,4,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent
1,32000,450,1,Super Area,Mumbai,Furnished,Bachelors/Family,1,Contact Owner
1,20000,265,6,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2,50000,600,9,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,29000,670,7,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Owner
2,45000,650,10,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,6500,422,9,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
2,55000,955,8,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
3,69999,1100,6,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent
1,18500,300,3,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Owner
2,50000,900,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,45000,785,2,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent
3,85000,1350,20,Carpet Area,Mumbai,Furnished,Family,3,Contact Agent
2,85000,900,27,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,25000,400,18,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Agent
2,75000,800,19,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
2,190000,895,32,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,20000,625,10,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,30000,720,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,75000,750,4,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
3,350000,1663,19,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,70000,660,0,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,32000,700,0,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
1,22000,377,3,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
2,35000,650,5,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
2,47000,650,5,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
4,400000,2080,34,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
2,31000,700,2,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,60000,430,1,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent
2,58000,650,15,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
3,85000,890,4,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2,45000,965,19,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
1,7500,630,3,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
4,250000,2100,35,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent
3,150000,1100,9,Carpet Area,Mumbai,Furnished,Family,3,Contact Agent
2,80000,730,4,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,75000,1380,9,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
3,66000,1100,17,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
1,45000,450,5,Carpet Area,Mumbai,Semi-Furnished,Bachelors,1,Contact Agent
1,22000,500,3,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
3,65000,1100,9,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
3,55000,868,9,Carpet Area,Mumbai,Unfurnished,Family,3,Contact Agent
2,55000,750,6,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
1,36000,540,2,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner
4,230000,2100,21,Carpet Area,Mumbai,Furnished,Family,5,Contact Agent
1,22000,450,4,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
3,170000,1600,25,Carpet Area,Mumbai,Semi-Furnished,Family,4,Contact Agent
1,34000,560,3,Super Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Owner
1,45000,500,2,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Agent
1,14000,305,2,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent
3,75000,970,1,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Owner
1,7000,480,4,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2,55000,720,1,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,55000,950,7,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
4,700000,3200,24,Carpet Area,Mumbai,Furnished,Bachelors/Family,4,Contact Agent
3,140000,1450,18,Carpet Area,Mumbai,Furnished,Family,3,Contact Agent
2,42000,774,10,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent
1,27000,450,2,Super Area,Mumbai,Unfurnished,Family,1,Contact Agent
3,60000,1000,1,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent
1,17000,340,1,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,30000,430,14,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,45000,722,4,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
3,90000,1152,12,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
1,25000,641,3,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2,70000,810,4,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
2,90000,800,5,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent
2,110000,875,12,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2,20000,700,8,Super Area,Mumbai,Unfurnished,Family,2,Contact Owner
1,35000,420,0,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,80000,1400,1,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Owner
2,54500,758,12,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
4,350000,2880,45,Carpet Area,Mumbai,Unfurnished,Bachelors,5,Contact Agent
1,45000,480,7,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent
1,38000,550,6,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent
2,90000,900,60,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent
1,22000,400,8,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner
2,70000,760,9,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
4,380000,2800,36,Carpet Area,Mumbai,Unfurnished,Bachelors,5,Contact Agent
1,50000,400,10,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent
4,680000,1962,18,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent
3,140000,1100,6,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,40000,800,1,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,32000,590,7,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent
2,78000,600,14,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
4,280000,2500,24,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,6,Contact Agent
2,45000,670,17,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent
2,65000,960,16,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent
2,65000,1500,4,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Owner
1,35000,500,1,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,90000,1120,8,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent
4,250000,2729,20,Carpet Area,Mumbai,Semi-Furnished,Bachelors,5,Contact Agent
3,70000,3354,0,Carpet Area,Bangalore,Furnished,Bachelors/Family,3,Contact Agent
2,10500,800,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,13000,1000,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,17000,1040,4,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
3,21000,1403,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner
2,10000,600,3,Super Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
4,61500,2608,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
2,13000,850,1,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Agent
1,7500,400,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2,17000,1000,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
3,25000,1350,5,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner
2,10500,800,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,8000,350,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,9500,900,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,50000,2000,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
2,13000,700,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,13500,600,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,13000,700,0,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,15000,600,2,Super Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
2,15000,1400,0,Super Area,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
1,7000,600,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2,25000,770,8,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2,17000,900,1,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner
1,7500,500,0,Super Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner
2,15000,1100,1,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1,7500,500,1,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
3,25000,1260,0,Super Area,Bangalore,Furnished,Bachelors/Family,3,Contact Owner
3,54000,1750,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
1,14500,600,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
1,4500,450,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,10500,800,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
1,5500,400,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2,16000,600,1,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner
1,7000,400,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2,12500,900,0,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner
2,10000,1200,0,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,18000,1045,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner
3,28000,1021,10,Carpet Area,Bangalore,Furnished,Bachelors,3,Contact Owner
3,12000,1200,0,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
2,13000,1000,1,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2,50000,1280,2,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Agent
1,7000,450,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner
2,30000,450,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner
1,10000,600,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
2,15000,800,2,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
1,7500,500,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
3,45000,1680,7,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent
3,65000,2000,23,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent
1,12000,500,1,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent
1,7000,500,2,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner
1,9000,800,2,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner
2,23000,1100,2,Super Area,Bangalore,Semi-Furnished,Family,2,Contact Owner
2,30000,1200,3,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner
